Fiscal Year Ending,Department/Agency,Merchant Name,Transaction Date,Transaction Amount
2016,Water Services,KIMBRO OIL COMPANY,02/01/2016,332.20
2016,Parks and Recreation,FERGUSON ENTERPRISES #,02/01/2016,610.61
2016,Public Works,WWW.WORLDOFASPHALT.COM,02/01/2016,275.00
2016,Community Education,PP  FACEBOOK,02/01/2016,21.36
2016,Sheriff,NATIONAL SHERIFFS ASSO,02/01/2016,-495.00
2016,Water Services,TENCARVA MACHINERY CO,02/01/2016,20.45
2016,Tennessee State Fair,FP MAILING SOLUTIONS,02/01/2016,412.50
2016,Library,THE HOME DEPOT 732,02/01/2016,70.72
2016,Parks and Recreation,WM SUPERCENTER #5616,02/01/2016,213.90
2016,District Attorney,SOUTHWEST AIRLINES,02/01/2016,567.96
2016,Emergency Communications Center,GAYLORD OPRYLAND,02/01/2016,223.02
2016,Parks and Recreation,GUITAR CENTER #720,02/01/2016,299.99
2016,Emergency Communications Center,GAYLORD OPRYLAND,02/01/2016,223.02
2016,District Attorney,AGNT FEE  89006821089804,02/01/2016,28.00
2016,Police,GRAND CAB,02/01/2016,19.43
2016,Parks and Recreation,WILSON LODGE FOOD SRVC,02/01/2016,12.67
2016,General Sessions Court,KRISPY KREME DOUGH,02/01/2016,29.96
2016,General Sessions Court,MADISON TROPHY SHOP,02/01/2016,52.00
2016,Sheriff,THOMPSON MACHINERY,02/01/2016,39.59
2016,Juvenile Court Judge,OMNI HOTELS,02/01/2016,1022.56
2016,Finance,NH NASHVL,02/01/2016,990.00
2016,Juvenile Court Judge,OMNI HOTELS,02/01/2016,751.92
2016,Health,TUSCULUM ACE HARDWARE,02/01/2016,40.92
2016,Water Services,AWWA.ORG,02/01/2016,200.00
2016,Police,INTERCONTINENTAL HOTELS,02/01/2016,204.96
2016,Metro Action Commission,PANERA BREAD #820,02/01/2016,205.03
2016,District Attorney,STAPLES       00106955,02/01/2016,20.99
2016,Public Works,WWW.WORLDOFASPHALT.COM,02/01/2016,275.00
2016,Police,CHAMPION CAR WASH,02/01/2016,15.00
2016,Tennessee State Fair,CAPITOL CITY BOLT AND,02/01/2016,36.12
2016,Parks and Recreation,IGA EXPRESS #881,02/01/2016,20.00
2016,Juvenile Court Judge,SOUTHWEST AIRLINES,02/01/2016,372.96
2016,Parks and Recreation,PONDEROSA STEAKHOUSE,02/01/2016,19.38
2016,Sheriff,AMAZON MKTPLACE PMTS,02/01/2016,30.00
2016,Tennessee State Fair,CINTAS  60A SAP,02/01/2016,228.38
2016,Emergency Communications Center,GAYLORD OPRYLAND,02/01/2016,223.02
2016,District Attorney,"HEADSETS DIRECT, INC.",02/01/2016,150.95
2016,Water Services,ALLIED BEARINGS AND SU,02/01/2016,582.16
2016,Public Works,WWW.WORLDOFASPHALT.COM,02/01/2016,275.00
2016,Parks and Recreation,WAL-MART #5058,02/01/2016,-19.84
2016,Juvenile Court Judge,OMNI HOTELS,02/01/2016,250.64
2016,Water Services,BATTERIES PLUS #36,02/01/2016,31.90
2016,Public Works,WWW.WORLDOFASPHALT.COM,02/01/2016,275.00
2016,Public Works,WWW.WORLDOFASPHALT.COM,02/01/2016,275.00
2016,Parks and Recreation,PONDEROSA STEAKHOUSE,02/01/2016,16.20
2016,Metro Sports Authority,3 4 BROADWAY PARKING S,02/01/2016,11.00
2016,Library,KENNY PIPE AND SUPLY,02/01/2016,9.50
2016,Library,SOUTHWEST AIRLINES,02/01/2016,316.97
2016,Tennessee State Fair,SQ  DAN RICHARDSON,02/01/2016,10.00
2016,General Sessions Court,KRISPY KREME DOUGH,02/01/2016,109.78
2016,Public Works,WWW.WORLDOFASPHALT.COM,02/01/2016,275.00
2016,Public Works,WWW.WORLDOFASPHALT.COM,02/01/2016,275.00
2016,Public Works,HONEYBAKED HAM #0203,02/01/2016,157.50
2016,Public Works,WWW.WORLDOFASPHALT.COM,02/01/2016,275.00
2016,Tennessee State Fair,THE HOME DEPOT 732,02/01/2016,190.61
2016,Emergency Communications Center,GAYLORD OPRYLAND,02/01/2016,223.02
2016,Parks and Recreation,KROGER #843,02/01/2016,33.79
2016,Human Relations Commission,FACEBOOK T2Z569WNP2,02/01/2016,115.34
2016,General Sessions Court,WALGREENS #4707,02/01/2016,13.96
2016,Police,SHUR BRITE HI SPEED CA,02/01/2016,11.99
2016,District Attorney,THE HOME DEPOT 733,02/01/2016,13.87
2016,Community Education,PP  FACEBOOK,02/01/2016,3.06
2016,Tennessee State Fair,TULANE PARKING LOT,02/01/2016,26.00
2016,Library,AMER LIB ASSOC-CAREER,02/01/2016,270.00
2016,Water Services,KIMBRO OIL COMPANY,02/01/2016,388.85
2016,Finance,JIMMY JOHNS - 3251,02/01/2016,64.50
2016,Parks and Recreation,DAVE & BUSTERS #42,02/01/2016,326.00
2016,District Attorney,THE HOME DEPOT 733,02/01/2016,-13.87
2016,Emergency Communications Center,GAYLORD OPRYLAND,02/01/2016,223.02
2016,Emergency Communications Center,GAYLORD OPRYLAND,02/01/2016,223.02
2016,Planning,CNU INC,02/01/2016,300.00
2016,Human Relations Commission,AMAZON MKTPLACE PMTS,02/01/2016,8.71
2016,Emergency Communications Center,GAYLORD OPRYLAND,02/01/2016,223.02
2016,Emergency Communications Center,GAYLORD OPRYLAND,02/01/2016,223.02
2016,Parks and Recreation,BP#8865313S HIGH STQPS,02/01/2016,20.00
2016,Metro Action Commission,MOES SOUTHWESTGRILL 73,02/01/2016,460.00
2016,Metro Action Commission,SHERATON,02/01/2016,169.72
2016,Metro Action Commission,SHERATON,02/01/2016,169.72
2016,Information Technology Services,DOMAIN NAME REGISTRATI,02/01/2016,12.50
2016,Emergency Communications Center,USPS476154955720702833,02/01/2016,19.60
2016,Tennessee State Fair,THE HOME DEPOT  #0776,02/01/2016,271.43
2016,Public Works,WWW.WORLDOFASPHALT.COM,02/01/2016,275.00
2016,Library,THE HOME DEPOT #0778,02/01/2016,64.29
2016,Parks and Recreation,LIGHT BULB DEPOT 07,01/29/2016,11.50
2016,Planning,KROGER #542,01/29/2016,36.00
2016,Human Resources,AMAZON.COM AMZN.COM/BI,01/29/2016,156.48
2016,Police,SHUR BRITE HI SPEED CA,01/29/2016,11.99
2016,Arts Commission,BC.BASECAMP 3000953,01/29/2016,50.00
2016,Metro Action Commission,REGION IV HEADSTART,01/29/2016,325.00
2016,Finance,WESTIN,01/29/2016,-459.81
2016,Metro Action Commission,REGION IV HEADSTART,01/29/2016,325.00
2016,Metro Action Commission,REGION IV HEADSTART,01/29/2016,325.00
2016,Human Relations Commission,AMAZON.COM AMZN.COM/BI,01/29/2016,44.97
2016,Tennessee State Fair,THE HOME DEPOT 732,01/29/2016,95.43
2016,Metro Action Commission,REGION IV HEADSTART,01/29/2016,325.00
2016,Metro Action Commission,REGION IV HEADSTART,01/29/2016,325.00
2016,Library,AMERICAN LIBRARY ASSN,01/29/2016,450.00
2016,Juvenile Court Judge,PAYPAL  ROBERTFKENN,01/29/2016,165.00
2016,Metro Action Commission,REGION IV HEADSTART,01/29/2016,325.00
2016,Metro Action Commission,REGION IV HEADSTART,01/29/2016,325.00
2016,Metro Action Commission,REGION IV HEADSTART,01/29/2016,325.00
2016,Library,SOUTHWEST AIRLINES,01/29/2016,203.96
2016,Library,LOWES #00390,01/29/2016,69.19
2016,Parks and Recreation,OFFICE DEPOT #2260,01/29/2016,111.98
2016,Human Relations Commission,AMAZON MKTPLACE PMTS,01/29/2016,13.47
2016,Police,SOUTHWEST AIRLINES,01/29/2016,509.96
2016,Metro Action Commission,REGION IV HEADSTART,01/29/2016,450.00
2016,Library,THE HOME DEPOT 720,01/29/2016,2.98
2016,Juvenile Court Judge,PAYPAL  ROBERTFKENN,01/29/2016,165.00
2016,District Attorney,AMAZON MKTPLACE PMTS,01/29/2016,16.00
2016,Tennessee State Fair,SHERWIN WILLIAMS #3870,01/29/2016,103.75
2016,Juvenile Court Judge,PAYPAL  ROBERTFKENN,01/29/2016,165.00
2016,Metro Sports Authority,TN SOS ANNUAL RPT 615-,01/29/2016,40.00
2016,Metro Clerk,AMAZON MKTPLACE PMTS,01/29/2016,54.22
2016,Juvenile Court Judge,PAYPAL  ROBERTFKENN,01/29/2016,165.00
2016,Tennessee State Fair,EB FEBRUARY POWER LUN,01/29/2016,30.00
2016,General Sessions Court,DOGTAGUS.COM,01/29/2016,140.28
2016,Police,OLD EBBITT GRILL,01/29/2016,18.92
2016,Internal Audit,GLEIM PUBLICATIONS INC,01/29/2016,415.90
2016,Parks and Recreation,GTM SPORTSWEAR,01/29/2016,80.00
2016,General Sessions Court,WALGREENS #5869,01/29/2016,36.39
2016,Parks and Recreation,TARGET        00023606,01/29/2016,79.90
2016,Parks and Recreation,REGAL CINEMAS OPRY MIL,01/29/2016,371.60
2016,Finance,ASSOCIATION OF GOVERNM,01/29/2016,135.00
2016,Parks and Recreation,SUBWAY        03281060,01/29/2016,140.50
2016,Human Relations Commission,PAYPAL  TFHM CONF,01/29/2016,500.00
2016,Sheriff,EMBASSY SUITES,01/29/2016,1128.80
2016,Police,SOUTHWEST AIRLINES,01/29/2016,333.96
2016,Police,NASHVILLE AIRPORT,01/29/2016,14.00
2016,Human Relations Commission,AMAZON.COM,01/29/2016,56.43
2016,Planning,JET'S PIZZA WEST END,01/29/2016,64.22
2016,Sheriff,EXECUTIVE WOMEN INTERN,01/29/2016,349.00
2016,Water Services,BLUFF CITY ELECTRONICS,01/29/2016,533.84
2016,Health,COUNTRY INN BY CARLSON,01/29/2016,222.04
2016,Finance,FTP FINANCIAL TIMES,01/29/2016,325.00
2016,Metro Sports Authority,SERVICEFEE TN ANRPT 61,01/29/2016,0.94
2016,Tennessee State Fair,CAPITOL CITY BOLT AND,01/29/2016,109.99
2016,Police,CURB,01/29/2016,20.44
2016,Juvenile Court Judge,PAYPAL  ROBERTFKENN,01/29/2016,165.00
2016,Police,UT IPS ONLINE,01/28/2016,300.00
2016,Tennessee State Fair,SOUTHERN TROPHY HOUSE,01/28/2016,110.00
2016,Parks and Recreation,MADISON SWIMMING P,01/28/2016,368.35
2016,Human Relations Commission,KROGER #518,01/28/2016,18.08
2016,Parks and Recreation,WAL-MART #5058,01/28/2016,18.37
2016,District Attorney,AMAZON MKTPLACE PMTS,01/28/2016,715.00
2016,Police,UT IPS ONLINE,01/28/2016,300.00
2016,Water Services,SOUTHWEST AIRLINES,01/28/2016,416.95
2016,State Trial Courts,VARALLOS,01/28/2016,125.24
2016,Sheriff,LIGHT BULB DEPOT 07,01/28/2016,-79.48
2016,Metro Action Commission,KROGER #502,01/28/2016,48.63
2016,Fire Department,USPS 47403295525802323,01/28/2016,32.83
2016,Metro Action Commission,WHOLEFDS GHL 10241,01/28/2016,19.16
2016,Health,HILTON,01/28/2016,202.67
2016,Tennessee State Fair,STAPLES       00115394,01/28/2016,22.98
2016,Water Services,VANDYKE SOFTWARE,01/28/2016,920.00
2016,Health,IATN.NET,01/28/2016,228.00
2016,Parks and Recreation,WM SUPERCENTER #5058,01/28/2016,19.84
2016,Sheriff,ENTERPRISE RENT-A-CAR,01/28/2016,393.83
2016,Library,UNITED AIRLINES,01/28/2016,479.20
2016,Mayor's Office,KROGER #541,01/28/2016,54.84
2016,Human Relations Commission,PANERA BREAD #988,01/28/2016,33.78
2016,Planning,PUBLIX #1426,01/28/2016,15.78
2016,Water Services,ACCO BRANDS DIRECT,01/28/2016,149.00
2016,Police,MISTER CAR WASH #84QPS,01/28/2016,16.00
2016,Health,VOLGISTICS INC,01/28/2016,612.00
2016,District Attorney,ACFE,01/28/2016,250.00
2016,General Sessions Court,KROGER #547,01/28/2016,44.16
2016,Emergency Communications Center,SOUTHWEST AIRLINES,01/28/2016,372.96
2016,Planning,OFFICE DEPOT #250,01/28/2016,39.96
2016,Social Services,FEDEXOFFICE   00021931,01/28/2016,34.49
2016,Library,THE HOME DEPOT #0778,01/28/2016,64.22
2016,Health,NCCHC,01/28/2016,355.00
2016,Planning,APA-MEMBERSHIP ONLINE,01/28/2016,100.00
2016,Information Technology Services,SHRM MEMBER600467668,01/28/2016,190.00
2016,Sheriff,NEW ORLEANS TAXI,01/28/2016,86.25
2016,Tennessee State Fair,BOSWELLS GOLF CARS,01/28/2016,625.88
2016,Water Services,THIRD AVENUE INDUSTRIA,01/27/2016,28.99
2016,Emergency Communications Center,USPS 47616702935803899,01/27/2016,24.40
2016,Parks and Recreation,KROGER #533,01/27/2016,40.04
2016,Community Education,USPS 47615902935804475,01/27/2016,9.80
2016,Planning,OFFICE DEPOT #250,01/27/2016,30.96
2016,Human Relations Commission,PARTY FOWL,01/27/2016,27.40
2016,Police,MISTER CAR WASH #84QPS,01/27/2016,12.00
2016,Planning,CNU INC,01/27/2016,195.00
2016,Metro Action Commission,WALMART.COM,01/27/2016,116.81
2016,Water Services,ARCHITECTURAL AND ENGI,01/27/2016,140.00
2016,Water Services,ARCHITECTURAL AND ENGI,01/27/2016,140.00
2016,Parks and Recreation,AIRPORT LIMOUSINE SERV,01/27/2016,184.00
2016,Police,MAIN STREET AUTO WAQPS,01/27/2016,8.00
2016,Public Defender,COURTYARD BY MARRIOTT,01/27/2016,535.98
2016,State Trial Courts,COURTHOUSE GARAGE #Q31,01/27/2016,8.00
2016,Mayor's Office,RAFFERTY'S #77,01/27/2016,29.99
2016,Water Services,ASFPM MADISON WI,01/27/2016,110.00
2016,Water Services,GOOGLE  PLAY,01/27/2016,-33.31
2016,Water Services,ASFPM MADISON WI,01/27/2016,110.00
2016,Library,HOSTGATOR.COM,01/27/2016,203.40
2016,Emergency Communications Center,SOUTHWEST AIRLINES,01/27/2016,383.96
2016,Mayor's Office,WESTIN,01/27/2016,527.54
2016,State Trial Courts,BEST BUY MHT  00011304,01/27/2016,519.96
2016,General Sessions Court,REI MATTHEW BENDER &CO,01/27/2016,111.72
2016,Health,N.O. MORIAL CONVENTIO,01/27/2016,200.00
2016,Human Relations Commission,EB WORKFORCE DIVERSIT,01/27/2016,39.00
2016,Police,MISTER CAR WASH #84QPS,01/27/2016,16.00
2016,Water Services,ASFPM MADISON WI,01/27/2016,110.00
2016,Public Defender,HOLIDAY INNS,01/27/2016,305.55
2016,Library,THE HOME DEPOT 733,01/27/2016,213.60
2016,Public Defender,HOLIDAY INNS,01/27/2016,305.55
2016,Water Services,IN  NAT L ENV. TRAINER,01/27/2016,-75.00
2016,Library,ED'S SUPPLY COMPANY,01/27/2016,69.36
2016,Water Services,GOOGLE  PLAY,01/27/2016,33.31
2016,Water Services,GOOGLE  PLAY,01/27/2016,33.31
2016,Planning,AMERICAN PLANNING ASSO,01/27/2016,735.00
2016,Parks and Recreation,WAL-MART #5058,01/27/2016,82.95
2016,Library,THE HOME DEPOT #0778,01/27/2016,5.96
2016,Parks and Recreation,LOWES #02851,01/26/2016,179.00
2016,Office of Family Safety,PUBLIX #1211,01/26/2016,3.69
2016,Nashville Career Advancement Center,KROGER #574,01/26/2016,29.39
2016,Nashville Career Advancement Center,KROGER #574,01/26/2016,2.59
2016,Parks and Recreation,SAMS CLUB #8294,01/26/2016,66.70
2016,Police,NCEA CORP,01/26/2016,357.50
2016,Police,NCEA CORP,01/26/2016,357.50
2016,Information Technology Services,IBT IIS FINGERPRINT CO,01/26/2016,38.00
2016,Planning,URBAN LAND INSTITUTE,01/26/2016,25.00
2016,Police,BATTERYSTUFF COM,01/26/2016,385.50
2016,Register of Deeds,OFFICE DEPOT #2260,01/26/2016,86.96
2016,Planning,URBAN LAND INSTITUTE,01/26/2016,25.00
2016,Fire Department,WYNDHAM,01/26/2016,373.70
2016,Police,SQ  JAMBA JUICE #12,01/25/2016,7.56
2016,Assessor of Property,APPRAISAL INSTITUTE,01/25/2016,1065.00
2016,Information Technology Services,DOMAIN NAME REGISTRATI,01/25/2016,23.60
2016,Water Services,IN  NAT L ENV. TRAINER,01/25/2016,75.00
2016,Public Defender,COURTYARD BY MARRIOTT,01/25/2016,152.06
2016,Police,IRON SKILLET,01/25/2016,21.59
2016,Library,SOUTHWEST AIRLINES,01/25/2016,255.94
2016,Police,SHELL OIL 57546520008,01/25/2016,31.57
2016,Library,RENAISSANCE HOTELS,01/25/2016,-260.00
2016,Register of Deeds,FILTER SOLUTION USA IN,01/25/2016,20.00
2016,Juvenile Court Judge,SOUTHWEST AIRLINES,01/25/2016,357.96
2016,Information Technology Services,DOMAIN NAME REGISTRATI,01/25/2016,60.02
2016,Parks and Recreation,TEAMVIEWER 77,01/25/2016,3669.00
2016,Police,HOLIDAY INNS,01/25/2016,489.92
2016,Public Works,DOCUSIGN,01/25/2016,40.00
2016,Police,MCDONALD'S F2415,01/25/2016,9.75
2016,Police,SUNSET STN HOTEL FD,01/25/2016,406.71
2016,Sheriff,LIBERTY BELL CAB,01/25/2016,86.25
2016,Juvenile Court Judge,SOUTHWEST AIRLINES,01/25/2016,237.96
2016,Police,CHICK-FIL-A #02186,01/25/2016,9.22
2016,Social Services,SUPER 8 MOTELS,01/25/2016,318.51
2016,Police,ENTERPRISE RENT-A-CAR,01/25/2016,561.51
2016,Police,SUNSET BUFFET,01/25/2016,9.18
2016,Sheriff,MARRIOTT,01/25/2016,927.40
2016,Sheriff,MARRIOTT,01/25/2016,927.40
2016,Police,ANCHOR BAR,01/25/2016,22.79
2016,Parks and Recreation,THE HOME DEPOT 732,01/25/2016,238.00
2016,Sheriff,BC.BASECAMP 1247330,01/25/2016,24.00
2016,Tennessee State Fair,THE COOKERY,01/25/2016,22.23
2016,Police,RAISING CANE'S RC3,01/25/2016,7.78
2016,Mayor's Office,ST. REGIS HOTEL,01/25/2016,1082.04
2016,Tennessee State Fair,THE HOME DEPOT 732,01/25/2016,260.77
2016,Tennessee State Fair,STAPLES       00115394,01/25/2016,178.42
2016,Tennessee State Fair,STAPLES       00115394,01/25/2016,29.99
2016,Parks and Recreation,SIGNS FIRST,01/22/2016,490.00
2016,Finance,NATIONAL ASSOCIATION O,01/22/2016,250.00
2016,Police,EXXONMOBIL    42088724,01/22/2016,19.93
2016,Library,AMERICAN LIBRARY ASSN,01/22/2016,255.00
2016,Emergency Communications Center,SUPER TECH TELECOMMUNI,01/22/2016,913.17
2016,Parks and Recreation,SOUTHWEST AIRLINES,01/22/2016,618.98
2016,Sheriff,DEWALT FACTORY SVC #74,01/22/2016,101.99
2016,Library,INNOVATIVE USERS GROUP,01/22/2016,435.00
2016,Library,EXPEDIA 1125966710087,01/22/2016,816.39
2016,Parks and Recreation,SQ  BRADFIELD STAGE,01/22/2016,30.00
2016,Metro Action Commission,KROGER #502,01/22/2016,25.44
2016,Parks and Recreation,PIGGLY WIGGLY #41,01/22/2016,20.49
2016,Sheriff,GERDAU AMERISTEEL NASH,01/22/2016,-4.26
2016,Library,AMERICAN LIBRARY ASSN,01/22/2016,500.00
2016,Police,BRIDGE COFFEE BEAN,01/22/2016,6.69
2016,Human Relations Commission,ACS LAW,01/22/2016,20.00
2016,Parks and Recreation,DTV DIRECTV SERVICE,01/22/2016,167.48
2016,Police,SHELL OIL 57543992804,01/22/2016,22.08
2016,Library,THIRD AVENUE INDUSTRIA,01/22/2016,22.32
2016,Tennessee State Fair,OREILLY AUTO  00009175,01/22/2016,94.93
2016,Planning,AMERICAN PLANNING ASSO,01/22/2016,825.00
2016,Tennessee State Fair,HARRIS ELECTRIC SUPPLY,01/22/2016,7.54
2016,Library,CASES BY SOURCE,01/22/2016,37.45
2016,Water Services,ASIS INTERNATIONAL ONL,01/22/2016,195.00
2016,Police,ANCHOR BAR,01/22/2016,22.79
2016,Soil and Water Conservation,CHICK-FIL-A #01333,01/22/2016,79.50
2016,Metro Action Commission,KROGER #502,01/22/2016,95.60
2016,District Attorney,AGNT FEE  89077871735893,01/21/2016,28.00
2016,Police,HARDEES 2815       Q88,01/21/2016,11.01
2016,Police,SOUTHWEST AIRLINES,01/21/2016,416.96
2016,Police,SOUTHWEST AIRLINES,01/21/2016,767.47
2016,Police,SOUTHWEST AIRLINES,01/21/2016,767.47
2016,Police,SOUTHWEST AIRLINES,01/21/2016,767.47
2016,Mayor's Office,US CONF OF MAYORS,01/21/2016,850.00
2016,Water Services,KIMBRO OIL COMPANY,01/21/2016,205.70
2016,Police,CHUY'S WOODBRIDGE,01/21/2016,25.65
2016,Parks and Recreation,LEGO   EDUCATION,01/21/2016,550.99
2016,Police,SOUTHWEST AIRLINES,01/21/2016,325.96
2016,Emergency Communications Center,AMAZON.COM,01/21/2016,58.95
2016,Emergency Communications Center,MONOPRICE COM,01/21/2016,20.77
2016,Police,HILTON GARDEN INN,01/21/2016,118.14
2016,Police,TACO BELL 27879,01/21/2016,9.08
2016,Social Services,SUPER 8 MOTELS,01/21/2016,318.51
2016,Public Works,"HOT TOMATO, LLC",01/21/2016,20.00
2016,Social Services,GCA PUBLISHING CO INC,01/21/2016,252.00
2016,Police,SAFE KIDS WORLDWIDE,01/21/2016,50.00
2016,Library,WEST END LOCK CO,01/21/2016,3.90
2016,Water Services,CHEMTREC IN HOUSE,01/21/2016,1225.00
2016,Office of Emergency Management,SOUTHWEST AIRLINES,01/21/2016,2631.72
2016,Police,MCDONALD'S F16996,01/20/2016,10.77
2016,Human Relations Commission,SQ  VICTOR CHATMAN PRO,01/20/2016,310.00
2016,Tennessee State Fair,WW GRAINGER,01/20/2016,177.60
2016,Library,LOWES #00629,01/20/2016,57.63
2016,Sheriff,TNCOALITION,01/20/2016,250.00
2016,Nashville Career Advancement Center,CABLE FOUNDATION,01/20/2016,21.60
2016,Police,EXXONMOBIL    42088724,01/20/2016,23.89
2016,Police,SPEEDWAY 09765 HUN,01/20/2016,39.02
2016,Nashville Career Advancement Center,CABLE FOUNDATION,01/20/2016,18.40
2016,Sheriff,AMAZON MKTPLACE PMTS,01/20/2016,148.00
2016,Finance,WWW.WORLDOFASPHALT.COM,01/20/2016,50.00
2016,Metro Action Commission,KROGER #502,01/20/2016,23.90
2016,Sheriff,AMERICAN JAIL ASSOCIAT,01/20/2016,48.00
2016,Sheriff,PAYPAL  NAAWS,01/20/2016,195.00
2016,Sheriff,PACER800-676-6856IR,01/20/2016,19.40
2016,Nashville Career Advancement Center,DRIVERFACTS,01/20/2016,59.50
2016,Water Services,SQ  SOUTHEASTERN SOUND,01/20/2016,271.84
2016,Tennessee State Fair,H G LIPSCOMB AND CO,01/20/2016,179.85
2016,Finance,WWW.WORLDOFASPHALT.COM,01/20/2016,50.00
2016,Sheriff,AMAZON.COM,01/20/2016,70.95
2016,Sheriff,PAYPAL  NAAWS,01/20/2016,25.00
2016,Police,FORCE SCIENCE INSTITUT,01/20/2016,1500.00
2016,Parks and Recreation,FBM W&S NASHVILLE,01/20/2016,-13.81
2016,Finance,WWW.WORLDOFASPHALT.COM,01/20/2016,50.00
2016,Police,FIVE GUYS #NV-1674,01/20/2016,13.97
2016,Tennessee State Fair,WW GRAINGER,01/20/2016,355.20
2016,Finance,WWW.WORLDOFASPHALT.COM,01/20/2016,50.00
2016,Arts Commission,DS SERVICES STANDARD C,01/20/2016,66.12
2016,Water Services,MIDTOWN GALLERY& FRAME,01/20/2016,82.61
2016,Sheriff,TNCOALITION,01/20/2016,250.00
2016,Sheriff,LIGHT BULB DEPOT 07,01/20/2016,72.75
2016,Parks and Recreation,FBM W&S NASHVILLE,01/20/2016,43.78
2016,Mayor's Office,AMERICAN AIRLINES,01/19/2016,664.20
2016,Information Technology Services,KROGER #566,01/19/2016,24.13
2016,Register of Deeds,COMCAST,01/19/2016,87.45
2016,Tennessee State Fair,THE HOME DEPOT 732,01/18/2016,239.79
2016,Public Defender,COMFORT INNS,01/18/2016,194.06
2016,Sheriff,AMAZON.COM,01/18/2016,65.78
2016,Police,MISTER CAR WASH #83QPS,01/18/2016,12.00
2016,Public Defender,COMFORT INNS,01/18/2016,194.06
2016,Police,CROSS COUNTRY EDUCATIO,01/18/2016,199.99
2016,Metro Action Commission,FEDEX 97809618,01/18/2016,6.99
2016,Parks and Recreation,HHGREGG-THOMPSON-LN #0,01/18/2016,926.95
2016,Finance,WESTIN,01/18/2016,459.81
2016,Police,MARRIOTT,01/18/2016,614.88
2016,Public Defender,COMFORT INNS,01/18/2016,126.84
2016,Planning,DECO-LINE ENGRAVING CO,01/18/2016,16.93
2016,Public Defender,COMFORT INNS,01/18/2016,19.89
2016,Water Services,"PCB PIEZOTRONICS, INC.",01/18/2016,786.89
2016,Public Defender,COMFORT INNS,01/18/2016,126.84
2016,Public Defender,COMFORT INNS,01/18/2016,126.84
2016,Public Defender,COMFORT INNS,01/18/2016,19.89
2016,Library,UT CONFERENCES EC,01/18/2016,80.00
2016,Planning,URBAN LAND INSTITUTE,01/18/2016,-25.00
2016,Human Resources,PROGRESSIVE BUSIN,01/18/2016,330.00
2016,Mayor's Office,LEEDSWORLDREFILL.COM,01/18/2016,14.19
2016,Health,IATN.NET INDV PREMIUM,01/18/2016,19.00
2016,Emergency Communications Center,STAPLES       00115394,01/18/2016,49.99
2016,Social Services,HOMEDEPOT.COM,01/18/2016,276.00
2016,Finance,SOUTHWEST AIRLINES,01/18/2016,253.96
2016,Municipal Auditorium,EB A CONVERSATION WIT,01/18/2016,80.00
2016,State Trial Courts,COURTHOUSE GARAGE #Q31,01/18/2016,12.00
2016,Water Services,"PCB PIEZOTRONICS, INC.",01/18/2016,451.38
2016,Finance,NH NASHVL,01/18/2016,990.00
2016,Police,GRAND CAB,01/18/2016,15.75
2016,Emergency Communications Center,STAPLES       00115394,01/18/2016,51.96
2016,General Sessions Court,MTA ACCTG DEPT TKT SAL,01/18/2016,2203.50
2016,Register of Deeds,DELTA,01/18/2016,426.20
2016,District Attorney,AGNT FEE  89077869952304,01/18/2016,28.00
2016,Public Defender,COMFORT INNS,01/18/2016,12.43
2016,Public Defender,COMFORT INNS,01/18/2016,12.43
2016,Register of Deeds,DELTA,01/18/2016,426.20
2016,Public Defender,COMFORT INNS,01/18/2016,12.43
2016,Library,AMERLIBASSOC-BRIGHTKEY,01/18/2016,49.00
2016,Health,TUSCULUM ACE HARDWARE,01/18/2016,15.19
2016,Water Services,SURVEYMONKEY.COM,01/18/2016,300.00
2016,Health,OVATION AWARDS & ENGRA,01/18/2016,62.00
2016,Juvenile Court Judge,PIZZEREAL,01/18/2016,86.00
2016,Public Defender,COMFORT INNS,01/18/2016,194.06
2016,Police,NEW YORK TIMES DIGITAL,01/18/2016,15.00
2016,District Attorney,AMERICAN AIRLINES,01/18/2016,707.20
2016,Health,TUSCULUM ACE HARDWARE,01/18/2016,41.10
2016,Water Services,UAF-UNIV OF AR PAYMENT,01/18/2016,48.00
2016,Parks and Recreation,SAMSCLUB #6447,01/18/2016,-18.49
2016,Public Defender,COMFORT INNS,01/18/2016,19.89
2016,Public Defender,RAES GOURMET CATERING,01/15/2016,157.07
2016,Public Defender,RAES GOURMET CATERING,01/15/2016,15.40
2016,Public Defender,RAES GOURMET CATERING,01/15/2016,240.31
2016,Trustee,TENNESSEE COUNTY S,01/15/2016,55.00
2016,Sheriff,HYATT PLACE,01/15/2016,225.38
2016,Sheriff,TIMEKEEPING SYSTEMS IN,01/15/2016,117.20
2016,Water Services,IN  GREENWATER LABORAT,01/15/2016,750.00
2016,Sheriff,EMBASSY SUITES,01/15/2016,225.76
2016,General Sessions Court,KROGER #547,01/15/2016,64.65
2016,Information Technology Services,KRISPY KREME DOUGH,01/15/2016,13.48
2016,Police,CURB,01/15/2016,22.57
2016,Sheriff,EMBASSY SUITES,01/15/2016,225.76
2016,Community Education,PP  FACEBOOK,01/15/2016,48.10
2016,Information Technology Services,IBT IIS FINGERPRINT CO,01/15/2016,38.00
2016,State Trial Courts,USPS POSTAL ST66100207,01/15/2016,50.30
2016,Human Relations Commission,ADOBE  PHOTOGPHY PLAN,01/15/2016,10.91
2016,Public Defender,RAES GOURMET CATERING,01/15/2016,24.63
